,age,img_path,gender
30,10,../Data/UTKFace\10_0_0_20170110220316298.jpg.chip.jpg,Male
31,10,../Data/UTKFace\10_0_0_20170110220403810.jpg.chip.jpg,Male
32,10,../Data/UTKFace\10_0_0_20170110220447314.jpg.chip.jpg,Male
33,10,../Data/UTKFace\10_0_0_20170110220503946.jpg.chip.jpg,Male
34,10,../Data/UTKFace\10_0_0_20170110220514186.jpg.chip.jpg,Male
35,10,../Data/UTKFace\10_0_0_20170110220530650.jpg.chip.jpg,Male
36,10,../Data/UTKFace\10_0_0_20170110220539329.jpg.chip.jpg,Male
37,10,../Data/UTKFace\10_0_0_20170110220541850.jpg.chip.jpg,Male
38,10,../Data/UTKFace\10_0_0_20170110220546177.jpg.chip.jpg,Male
39,10,../Data/UTKFace\10_0_0_20170110220548521.jpg.chip.jpg,Male
40,10,../Data/UTKFace\10_0_0_20170110220557169.jpg.chip.jpg,Male
41,10,../Data/UTKFace\10_0_0_20170110220644705.jpg.chip.jpg,Male
42,10,../Data/UTKFace\10_0_0_20170110220654150.jpg.chip.jpg,Male
43,10,../Data/UTKFace\10_0_0_20170110221714752.jpg.chip.jpg,Male
44,10,../Data/UTKFace\10_0_0_20170110221719390.jpg.chip.jpg,Male
45,10,../Data/UTKFace\10_0_0_20170110221811823.jpg.chip.jpg,Male
46,10,../Data/UTKFace\10_0_0_20170110224223937.jpg.chip.jpg,Male
47,10,../Data/UTKFace\10_0_0_20170110224238891.jpg.chip.jpg,Male
48,10,../Data/UTKFace\10_0_0_20170110224253445.jpg.chip.jpg,Male
49,10,../Data/UTKFace\10_0_0_20170110224255796.jpg.chip.jpg,Male
50,10,../Data/UTKFace\10_0_0_20170110224402264.jpg.chip.jpg,Male
51,10,../Data/UTKFace\10_0_0_20170110224406532.jpg.chip.jpg,Male
52,10,../Data/UTKFace\10_0_0_20170110224416035.jpg.chip.jpg,Male
53,10,../Data/UTKFace\10_0_0_20170110224500062.jpg.chip.jpg,Male
54,10,../Data/UTKFace\10_0_0_20170110224524253.jpg.chip.jpg,Male
55,10,../Data/UTKFace\10_0_0_20170110224549512.jpg.chip.jpg,Male
56,10,../Data/UTKFace\10_0_0_20170110224725285.jpg.chip.jpg,Male
57,10,../Data/UTKFace\10_0_0_20170110224757882.jpg.chip.jpg,Male
58,10,../Data/UTKFace\10_0_0_20170110225013755.jpg.chip.jpg,Male
59,10,../Data/UTKFace\10_0_0_20170110225035898.jpg.chip.jpg,Male
60,10,../Data/UTKFace\10_0_0_20170110225227587.jpg.chip.jpg,Male
61,10,../Data/UTKFace\10_0_0_20170110225243501.jpg.chip.jpg,Male
62,10,../Data/UTKFace\10_0_0_20170110225246490.jpg.chip.jpg,Male
63,10,../Data/UTKFace\10_0_0_20170110225252799.jpg.chip.jpg,Male
64,10,../Data/UTKFace\10_0_0_20170110225402690.jpg.chip.jpg,Male
65,10,../Data/UTKFace\10_0_0_20170110225414790.jpg.chip.jpg,Male
66,10,../Data/UTKFace\10_0_0_20170110225417177.jpg.chip.jpg,Male
67,10,../Data/UTKFace\10_0_0_20170110225421531.jpg.chip.jpg,Male
68,10,../Data/UTKFace\10_0_0_20170110225442428.jpg.chip.jpg,Male
69,10,../Data/UTKFace\10_0_0_20170110225444491.jpg.chip.jpg,Male
70,10,../Data/UTKFace\10_0_0_20170110225451638.jpg.chip.jpg,Male
71,10,../Data/UTKFace\10_0_0_20170110225502403.jpg.chip.jpg,Male
72,10,../Data/UTKFace\10_0_0_20170110225505288.jpg.chip.jpg,Male
73,10,../Data/UTKFace\10_0_0_20170110225518663.jpg.chip.jpg,Male
74,10,../Data/UTKFace\10_0_0_20170110225528484.jpg.chip.jpg,Male
75,10,../Data/UTKFace\10_0_0_20170110225537307.jpg.chip.jpg,Male
76,10,../Data/UTKFace\10_0_0_20170110225546130.jpg.chip.jpg,Male
77,10,../Data/UTKFace\10_0_0_20170110225557604.jpg.chip.jpg,Male
78,10,../Data/UTKFace\10_0_0_20170110225601897.jpg.chip.jpg,Male
79,10,../Data/UTKFace\10_0_0_20170116201102149.jpg.chip.jpg,Male
80,10,../Data/UTKFace\10_0_0_20170116201328751.jpg.chip.jpg,Male
81,10,../Data/UTKFace\10_0_0_20170116201337172.jpg.chip.jpg,Male
82,10,../Data/UTKFace\10_0_0_20170117135444407.jpg.chip.jpg,Male
83,10,../Data/UTKFace\10_0_0_20170117143048181.jpg.chip.jpg,Male
84,10,../Data/UTKFace\10_0_0_20170117175625724.jpg.chip.jpg,Male
85,10,../Data/UTKFace\10_0_0_20170120220628194.jpg.chip.jpg,Male
86,10,../Data/UTKFace\10_0_1_20170104010841239.jpg.chip.jpg,Male
87,10,../Data/UTKFace\10_0_1_20170110220507258.jpg.chip.jpg,Male
88,10,../Data/UTKFace\10_0_1_20170110220523360.jpg.chip.jpg,Male
89,10,../Data/UTKFace\10_0_1_20170110223455893.jpg.chip.jpg,Male
90,10,../Data/UTKFace\10_0_1_20170110223848885.jpg.chip.jpg,Male
91,10,../Data/UTKFace\10_0_1_20170110225121326.jpg.chip.jpg,Male
92,10,../Data/UTKFace\10_0_1_20170110225339066.jpg.chip.jpg,Male
93,10,../Data/UTKFace\10_0_1_20170116225209209.jpg.chip.jpg,Male
94,10,../Data/UTKFace\10_0_2_20170110224230094.jpg.chip.jpg,Male
95,10,../Data/UTKFace\10_0_2_20170116162109013.jpg.chip.jpg,Male
96,10,../Data/UTKFace\10_0_3_20161220215952636.jpg.chip.jpg,Male
97,10,../Data/UTKFace\10_0_3_20170104225233504.jpg.chip.jpg,Male
98,10,../Data/UTKFace\10_0_3_20170104225238736.jpg.chip.jpg,Male
99,10,../Data/UTKFace\10_0_3_20170105175322885.jpg.chip.jpg,Male
100,10,../Data/UTKFace\10_0_4_20161221192738446.jpg.chip.jpg,Male
101,10,../Data/UTKFace\10_0_4_20170103200335831.jpg.chip.jpg,Male
102,10,../Data/UTKFace\10_0_4_20170103200409638.jpg.chip.jpg,Male
103,10,../Data/UTKFace\10_0_4_20170103200443015.jpg.chip.jpg,Male
104,10,../Data/UTKFace\10_0_4_20170103200501766.jpg.chip.jpg,Male
105,10,../Data/UTKFace\10_0_4_20170103201924664.jpg.chip.jpg,Male
106,10,../Data/UTKFace\10_0_4_20170103202338152.jpg.chip.jpg,Male
107,10,../Data/UTKFace\10_0_4_20170103212521420.jpg.chip.jpg,Male
108,10,../Data/UTKFace\10_0_4_20170103223451479.jpg.chip.jpg,Male
109,10,../Data/UTKFace\10_0_4_20170104010810728.jpg.chip.jpg,Male
110,10,../Data/UTKFace\10_1_0_20161220222001459.jpg.chip.jpg,Female
111,10,../Data/UTKFace\10_1_0_20170103175323250.jpg.chip.jpg,Female
112,10,../Data/UTKFace\10_1_0_20170103200654246.jpg.chip.jpg,Female
113,10,../Data/UTKFace\10_1_0_20170109201728056.jpg.chip.jpg,Female
114,10,../Data/UTKFace\10_1_0_20170109202251032.jpg.chip.jpg,Female
115,10,../Data/UTKFace\10_1_0_20170109202346880.jpg.chip.jpg,Female
116,10,../Data/UTKFace\10_1_0_20170109203218966.jpg.chip.jpg,Female
117,10,../Data/UTKFace\10_1_0_20170109203245653.jpg.chip.jpg,Female
118,10,../Data/UTKFace\10_1_0_20170109203357787.jpg.chip.jpg,Female
119,10,../Data/UTKFace\10_1_0_20170109203427416.jpg.chip.jpg,Female
120,10,../Data/UTKFace\10_1_0_20170109203438428.jpg.chip.jpg,Female
121,10,../Data/UTKFace\10_1_0_20170109203501969.jpg.chip.jpg,Female
122,10,../Data/UTKFace\10_1_0_20170109203512075.jpg.chip.jpg,Female
123,10,../Data/UTKFace\10_1_0_20170109203556029.jpg.chip.jpg,Female
124,10,../Data/UTKFace\10_1_0_20170109203608654.jpg.chip.jpg,Female
125,10,../Data/UTKFace\10_1_0_20170109203642966.jpg.chip.jpg,Female
126,10,../Data/UTKFace\10_1_0_20170109203653735.jpg.chip.jpg,Female
127,10,../Data/UTKFace\10_1_0_20170109203759972.jpg.chip.jpg,Female
128,10,../Data/UTKFace\10_1_0_20170109203905538.jpg.chip.jpg,Female
129,10,../Data/UTKFace\10_1_0_20170109203917216.jpg.chip.jpg,Female
130,10,../Data/UTKFace\10_1_0_20170109203924076.jpg.chip.jpg,Female
131,10,../Data/UTKFace\10_1_0_20170109204148144.jpg.chip.jpg,Female
132,10,../Data/UTKFace\10_1_0_20170109204244904.jpg.chip.jpg,Female
133,10,../Data/UTKFace\10_1_0_20170109204255055.jpg.chip.jpg,Female
134,10,../Data/UTKFace\10_1_0_20170109204259563.jpg.chip.jpg,Female
135,10,../Data/UTKFace\10_1_0_20170109204338404.jpg.chip.jpg,Female
136,10,../Data/UTKFace\10_1_0_20170109204422889.jpg.chip.jpg,Female
137,10,../Data/UTKFace\10_1_0_20170109204435809.jpg.chip.jpg,Female
138,10,../Data/UTKFace\10_1_0_20170109204502951.jpg.chip.jpg,Female
139,10,../Data/UTKFace\10_1_0_20170109204617417.jpg.chip.jpg,Female
140,10,../Data/UTKFace\10_1_0_20170109204746535.jpg.chip.jpg,Female
141,10,../Data/UTKFace\10_1_0_20170109204844109.jpg.chip.jpg,Female
142,10,../Data/UTKFace\10_1_0_20170109204859493.jpg.chip.jpg,Female
143,10,../Data/UTKFace\10_1_0_20170109204931156.jpg.chip.jpg,Female
144,10,../Data/UTKFace\10_1_0_20170109205003280.jpg.chip.jpg,Female
145,10,../Data/UTKFace\10_1_0_20170109205134282.jpg.chip.jpg,Female
146,10,../Data/UTKFace\10_1_0_20170109205141310.jpg.chip.jpg,Female
147,10,../Data/UTKFace\10_1_0_20170109205208368.jpg.chip.jpg,Female
148,10,../Data/UTKFace\10_1_0_20170110220649364.jpg.chip.jpg,Female
149,10,../Data/UTKFace\10_1_1_20170109202938302.jpg.chip.jpg,Female
150,10,../Data/UTKFace\10_1_1_20170109203348828.jpg.chip.jpg,Female
151,10,../Data/UTKFace\10_1_1_20170109203520178.jpg.chip.jpg,Female
152,10,../Data/UTKFace\10_1_1_20170109203522559.jpg.chip.jpg,Female
153,10,../Data/UTKFace\10_1_1_20170109204636561.jpg.chip.jpg,Female
154,10,../Data/UTKFace\10_1_1_20170110225155603.jpg.chip.jpg,Female
155,10,../Data/UTKFace\10_1_1_20170116225209209.jpg.chip.jpg,Female
156,10,../Data/UTKFace\10_1_1_20170117134313205.jpg.chip.jpg,Female
157,10,../Data/UTKFace\10_1_2_20170103201007646.jpg.chip.jpg,Female
158,10,../Data/UTKFace\10_1_2_20170104005417671.jpg.chip.jpg,Female
159,10,../Data/UTKFace\10_1_2_20170109201545634.jpg.chip.jpg,Female
160,10,../Data/UTKFace\10_1_2_20170109205037024.jpg.chip.jpg,Female
161,10,../Data/UTKFace\10_1_2_20170116175840105.jpg.chip.jpg,Female
162,10,../Data/UTKFace\10_1_3_20170104221633430.jpg.chip.jpg,Female
163,10,../Data/UTKFace\10_1_3_20170104221645430.jpg.chip.jpg,Female
164,10,../Data/UTKFace\10_1_3_20170104221711437.jpg.chip.jpg,Female
165,10,../Data/UTKFace\10_1_3_20170109203848078.jpg.chip.jpg,Female
166,10,../Data/UTKFace\10_1_3_20170109205323078.jpg.chip.jpg,Female
167,10,../Data/UTKFace\10_1_3_20170112211048149.jpg.chip.jpg,Female
168,10,../Data/UTKFace\10_1_3_20170117144247699.jpg.chip.jpg,Female
169,10,../Data/UTKFace\10_1_3_20170119150820222.jpg.chip.jpg,Female
170,10,../Data/UTKFace\10_1_4_20161223225854867.jpg.chip.jpg,Female
171,10,../Data/UTKFace\10_1_4_20161223225900460.jpg.chip.jpg,Female
172,10,../Data/UTKFace\10_1_4_20170103200950879.jpg.chip.jpg,Female
173,10,../Data/UTKFace\10_1_4_20170104005649671.jpg.chip.jpg,Female
174,10,../Data/UTKFace\10_1_4_20170117195152197.jpg.chip.jpg,Female
175,110,../Data/UTKFace\110_0_0_20170112213500903.jpg.chip.jpg,Male
176,110,../Data/UTKFace\110_0_2_20170112223734562.jpg.chip.jpg,Male
177,110,../Data/UTKFace\110_1_0_20170120134701015.jpg.chip.jpg,Female
178,110,../Data/UTKFace\110_1_1_20170110155201038.jpg.chip.jpg,Female
179,110,../Data/UTKFace\110_1_3_20170110155139762.jpg.chip.jpg,Female
180,111,../Data/UTKFace\111_1_0_20170120134646399.jpg.chip.jpg,Female
181,115,../Data/UTKFace\115_1_0_20170120134725990.jpg.chip.jpg,Female
182,115,../Data/UTKFace\115_1_0_20170120134725991.jpg.chip.jpg,Female
183,115,../Data/UTKFace\115_1_1_20170112213257263.jpg.chip.jpg,Female
184,116,../Data/UTKFace\116_1_0_20170112213001988.jpg.chip.jpg,Female
185,116,../Data/UTKFace\116_1_0_20170120134921760.jpg.chip.jpg,Female
186,116,../Data/UTKFace\116_1_2_20170112220255503.jpg.chip.jpg,Female
187,116,../Data/UTKFace\116_1_3_20170120134744096.jpg.chip.jpg,Female
188,11,../Data/UTKFace\11_0_0_20170103200509559.jpg.chip.jpg,Male
189,11,../Data/UTKFace\11_0_0_20170103200824775.jpg.chip.jpg,Male
190,11,../Data/UTKFace\11_0_0_20170104012556563.jpg.chip.jpg,Male
191,11,../Data/UTKFace\11_0_0_20170110220408722.jpg.chip.jpg,Male
192,11,../Data/UTKFace\11_0_0_20170110220453002.jpg.chip.jpg,Male
193,11,../Data/UTKFace\11_0_0_20170110220500946.jpg.chip.jpg,Male
194,11,../Data/UTKFace\11_0_0_20170110220518578.jpg.chip.jpg,Male
195,11,../Data/UTKFace\11_0_0_20170110220657089.jpg.chip.jpg,Male
196,11,../Data/UTKFace\11_0_0_20170110220710576.jpg.chip.jpg,Male
197,11,../Data/UTKFace\11_0_0_20170110224233654.jpg.chip.jpg,Male
198,11,../Data/UTKFace\11_0_0_20170110224340941.jpg.chip.jpg,Male
199,11,../Data/UTKFace\11_0_0_20170110224408700.jpg.chip.jpg,Male
200,11,../Data/UTKFace\11_0_0_20170110224505551.jpg.chip.jpg,Male
201,11,../Data/UTKFace\11_0_0_20170110224606036.jpg.chip.jpg,Male
202,11,../Data/UTKFace\11_0_0_20170110224742037.jpg.chip.jpg,Male
203,11,../Data/UTKFace\11_0_0_20170110224755272.jpg.chip.jpg,Male
204,11,../Data/UTKFace\11_0_0_20170110225254975.jpg.chip.jpg,Male
205,11,../Data/UTKFace\11_0_0_20170110225327724.jpg.chip.jpg,Male
206,11,../Data/UTKFace\11_0_0_20170110225435539.jpg.chip.jpg,Male
207,11,../Data/UTKFace\11_0_0_20170110225459361.jpg.chip.jpg,Male
208,11,../Data/UTKFace\11_0_0_20170110232511893.jpg.chip.jpg,Male
209,11,../Data/UTKFace\11_0_1_20170103201136230.jpg.chip.jpg,Male
210,11,../Data/UTKFace\11_0_2_20170103200847287.jpg.chip.jpg,Male
211,11,../Data/UTKFace\11_0_3_20170104013250186.jpg.chip.jpg,Male
212,11,../Data/UTKFace\11_0_3_20170104230222352.jpg.chip.jpg,Male
213,11,../Data/UTKFace\11_0_4_20170103200621488.jpg.chip.jpg,Male
214,11,../Data/UTKFace\11_1_0_20170103200517422.jpg.chip.jpg,Female
215,11,../Data/UTKFace\11_1_0_20170109203319557.jpg.chip.jpg,Female
216,11,../Data/UTKFace\11_1_0_20170109203327397.jpg.chip.jpg,Female
217,11,../Data/UTKFace\11_1_0_20170109203353740.jpg.chip.jpg,Female
218,11,../Data/UTKFace\11_1_0_20170109203400684.jpg.chip.jpg,Female
219,11,../Data/UTKFace\11_1_0_20170109203422194.jpg.chip.jpg,Female
220,11,../Data/UTKFace\11_1_0_20170109203919852.jpg.chip.jpg,Female
221,11,../Data/UTKFace\11_1_0_20170109204030951.jpg.chip.jpg,Female
222,11,../Data/UTKFace\11_1_0_20170109204123358.jpg.chip.jpg,Female
223,11,../Data/UTKFace\11_1_0_20170109204523092.jpg.chip.jpg,Female
224,11,../Data/UTKFace\11_1_0_20170109204546617.jpg.chip.jpg,Female
225,11,../Data/UTKFace\11_1_0_20170109204611305.jpg.chip.jpg,Female
226,11,../Data/UTKFace\11_1_0_20170109204614249.jpg.chip.jpg,Female
227,11,../Data/UTKFace\11_1_0_20170109204641514.jpg.chip.jpg,Female
228,11,../Data/UTKFace\11_1_0_20170109204833458.jpg.chip.jpg,Female
229,11,../Data/UTKFace\11_1_0_20170109204927071.jpg.chip.jpg,Female
230,11,../Data/UTKFace\11_1_0_20170109205013531.jpg.chip.jpg,Female
231,11,../Data/UTKFace\11_1_0_20170109205122664.jpg.chip.jpg,Female
232,11,../Data/UTKFace\11_1_0_20170109205125500.jpg.chip.jpg,Female
233,11,../Data/UTKFace\11_1_0_20170109205136852.jpg.chip.jpg,Female
234,11,../Data/UTKFace\11_1_0_20170109205211093.jpg.chip.jpg,Female
235,11,../Data/UTKFace\11_1_0_20170109205214234.jpg.chip.jpg,Female
236,11,../Data/UTKFace\11_1_0_20170109205216790.jpg.chip.jpg,Female
237,11,../Data/UTKFace\11_1_0_20170109205247087.jpg.chip.jpg,Female
238,11,../Data/UTKFace\11_1_0_20170109205438571.jpg.chip.jpg,Female
239,11,../Data/UTKFace\11_1_0_20170109205441860.jpg.chip.jpg,Female
240,11,../Data/UTKFace\11_1_0_20170110224810583.jpg.chip.jpg,Female
241,11,../Data/UTKFace\11_1_0_20170117133441179.jpg.chip.jpg,Female
242,11,../Data/UTKFace\11_1_1_20170109203712835.jpg.chip.jpg,Female
243,11,../Data/UTKFace\11_1_1_20170114033545468.jpg.chip.jpg,Female
244,11,../Data/UTKFace\11_1_2_20170104005111615.jpg.chip.jpg,Female
245,11,../Data/UTKFace\11_1_3_20170104222911112.jpg.chip.jpg,Female
246,11,../Data/UTKFace\11_1_3_20170104223632543.jpg.chip.jpg,Female
247,11,../Data/UTKFace\11_1_4_20161223225953124.jpg.chip.jpg,Female
248,11,../Data/UTKFace\11_1_4_20170103201747167.jpg.chip.jpg,Female
249,11,../Data/UTKFace\11_1_4_20170103212554964.jpg.chip.jpg,Female
250,11,../Data/UTKFace\11_1_4_20170103233340363.jpg.chip.jpg,Female
251,11,../Data/UTKFace\11_1_4_20170104005813063.jpg.chip.jpg,Female
252,11,../Data/UTKFace\11_1_4_20170109201611941.jpg.chip.jpg,Female
253,12,../Data/UTKFace\12_0_0_20170103200900511.jpg.chip.jpg,Male
254,12,../Data/UTKFace\12_0_0_20170103201859385.jpg.chip.jpg,Male
255,12,../Data/UTKFace\12_0_0_20170104013257914.jpg.chip.jpg,Male
256,12,../Data/UTKFace\12_0_0_20170109213205384.jpg.chip.jpg,Male
257,12,../Data/UTKFace\12_0_0_20170110215606404.jpg.chip.jpg,Male
258,12,../Data/UTKFace\12_0_0_20170110215739155.jpg.chip.jpg,Male
259,12,../Data/UTKFace\12_0_0_20170110220108459.jpg.chip.jpg,Male
260,12,../Data/UTKFace\12_0_0_20170110221819113.jpg.chip.jpg,Male
261,12,../Data/UTKFace\12_0_0_20170110224603045.jpg.chip.jpg,Male
262,12,../Data/UTKFace\12_0_0_20170110224804208.jpg.chip.jpg,Male
263,12,../Data/UTKFace\12_0_0_20170110224833703.jpg.chip.jpg,Male
264,12,../Data/UTKFace\12_0_0_20170110224843637.jpg.chip.jpg,Male
265,12,../Data/UTKFace\12_0_0_20170110225028524.jpg.chip.jpg,Male
266,12,../Data/UTKFace\12_0_0_20170110225257257.jpg.chip.jpg,Male
267,12,../Data/UTKFace\12_0_0_20170110225330874.jpg.chip.jpg,Male
268,12,../Data/UTKFace\12_0_0_20170110225348936.jpg.chip.jpg,Male
269,12,../Data/UTKFace\12_0_0_20170110225540554.jpg.chip.jpg,Male
270,12,../Data/UTKFace\12_0_0_20170110225553717.jpg.chip.jpg,Male
271,12,../Data/UTKFace\12_0_0_20170110232735095.jpg.chip.jpg,Male
272,12,../Data/UTKFace\12_0_0_20170117133903517.jpg.chip.jpg,Male
273,12,../Data/UTKFace\12_0_0_20170117141849040.jpg.chip.jpg,Male
274,12,../Data/UTKFace\12_0_0_20170117145849076.jpg.chip.jpg,Male
275,12,../Data/UTKFace\12_0_0_20170117165940524.jpg.chip.jpg,Male
276,12,../Data/UTKFace\12_0_0_20170117182308749.jpg.chip.jpg,Male
277,12,../Data/UTKFace\12_0_0_20170117190914091.jpg.chip.jpg,Male
278,12,../Data/UTKFace\12_0_1_20170110224244673.jpg.chip.jpg,Male
279,12,../Data/UTKFace\12_0_1_20170110225335956.jpg.chip.jpg,Male
280,12,../Data/UTKFace\12_0_2_20161219212833549.jpg.chip.jpg,Male
281,12,../Data/UTKFace\12_0_2_20170104012525810.jpg.chip.jpg,Male
282,12,../Data/UTKFace\12_0_2_20170104013228314.jpg.chip.jpg,Male
283,12,../Data/UTKFace\12_0_2_20170105000510274.jpg.chip.jpg,Male
284,12,../Data/UTKFace\12_0_3_20170104013451506.jpg.chip.jpg,Male
285,12,../Data/UTKFace\12_0_3_20170104225715968.jpg.chip.jpg,Male
286,12,../Data/UTKFace\12_0_3_20170104225802393.jpg.chip.jpg,Male
287,12,../Data/UTKFace\12_0_3_20170104230255729.jpg.chip.jpg,Male
288,12,../Data/UTKFace\12_0_3_20170117183456013.jpg.chip.jpg,Male
289,12,../Data/UTKFace\12_0_4_20170103200538198.jpg.chip.jpg,Male
290,12,../Data/UTKFace\12_0_4_20170103200555927.jpg.chip.jpg,Male
291,12,../Data/UTKFace\12_0_4_20170103200626630.jpg.chip.jpg,Male
292,12,../Data/UTKFace\12_0_4_20170103200908168.jpg.chip.jpg,Male
293,12,../Data/UTKFace\12_0_4_20170103201607807.jpg.chip.jpg,Male
294,12,../Data/UTKFace\12_0_4_20170103201824880.jpg.chip.jpg,Male
295,12,../Data/UTKFace\12_0_4_20170103205745050.jpg.chip.jpg,Male
296,12,../Data/UTKFace\12_1_0_20170102234319611.jpg.chip.jpg,Female
297,12,../Data/UTKFace\12_1_0_20170102234723371.jpg.chip.jpg,Female
298,12,../Data/UTKFace\12_1_0_20170103175441790.jpg.chip.jpg,Female
299,12,../Data/UTKFace\12_1_0_20170103200659679.jpg.chip.jpg,Female
300,12,../Data/UTKFace\12_1_0_20170103200711205.jpg.chip.jpg,Female
301,12,../Data/UTKFace\12_1_0_20170103200742207.jpg.chip.jpg,Female
302,12,../Data/UTKFace\12_1_0_20170103200944175.jpg.chip.jpg,Female
303,12,../Data/UTKFace\12_1_0_20170104005520631.jpg.chip.jpg,Female
304,12,../Data/UTKFace\12_1_0_20170104005712405.jpg.chip.jpg,Female
305,12,../Data/UTKFace\12_1_0_20170104012017177.jpg.chip.jpg,Female
306,12,../Data/UTKFace\12_1_0_20170104013219930.jpg.chip.jpg,Female
307,12,../Data/UTKFace\12_1_0_20170104013410523.jpg.chip.jpg,Female
308,12,../Data/UTKFace\12_1_0_20170109193530060.jpg.chip.jpg,Female
309,12,../Data/UTKFace\12_1_0_20170109200852145.jpg.chip.jpg,Female
310,12,../Data/UTKFace\12_1_0_20170109200904988.jpg.chip.jpg,Female
311,12,../Data/UTKFace\12_1_0_20170109200926532.jpg.chip.jpg,Female
312,12,../Data/UTKFace\12_1_0_20170109201114375.jpg.chip.jpg,Female
313,12,../Data/UTKFace\12_1_0_20170109201553786.jpg.chip.jpg,Female
314,12,../Data/UTKFace\12_1_0_20170109201611941.jpg.chip.jpg,Female
315,12,../Data/UTKFace\12_1_0_20170109203240213.jpg.chip.jpg,Female
316,12,../Data/UTKFace\12_1_0_20170109203306886.jpg.chip.jpg,Female
317,12,../Data/UTKFace\12_1_0_20170109203310061.jpg.chip.jpg,Female
318,12,../Data/UTKFace\12_1_0_20170109203338340.jpg.chip.jpg,Female
319,12,../Data/UTKFace\12_1_0_20170109203424756.jpg.chip.jpg,Female
320,12,../Data/UTKFace\12_1_0_20170109203536309.jpg.chip.jpg,Female
321,12,../Data/UTKFace\12_1_0_20170109203606169.jpg.chip.jpg,Female
322,12,../Data/UTKFace\12_1_0_20170109203628860.jpg.chip.jpg,Female
323,12,../Data/UTKFace\12_1_0_20170109203631496.jpg.chip.jpg,Female
324,12,../Data/UTKFace\12_1_0_20170109203700059.jpg.chip.jpg,Female
325,12,../Data/UTKFace\12_1_0_20170109203709140.jpg.chip.jpg,Female
326,12,../Data/UTKFace\12_1_0_20170109204113685.jpg.chip.jpg,Female
327,12,../Data/UTKFace\12_1_0_20170109204206273.jpg.chip.jpg,Female
328,12,../Data/UTKFace\12_1_0_20170109204241570.jpg.chip.jpg,Female
329,12,../Data/UTKFace\12_1_0_20170109204428993.jpg.chip.jpg,Female
330,12,../Data/UTKFace\12_1_0_20170109204431716.jpg.chip.jpg,Female
331,12,../Data/UTKFace\12_1_0_20170109204507030.jpg.chip.jpg,Female
332,12,../Data/UTKFace\12_1_0_20170109204750280.jpg.chip.jpg,Female
333,12,../Data/UTKFace\12_1_0_20170109204805155.jpg.chip.jpg,Female
334,12,../Data/UTKFace\12_1_0_20170109204815030.jpg.chip.jpg,Female
335,12,../Data/UTKFace\12_1_0_20170109205043077.jpg.chip.jpg,Female
336,12,../Data/UTKFace\12_1_0_20170109205045850.jpg.chip.jpg,Female
337,12,../Data/UTKFace\12_1_0_20170109205056743.jpg.chip.jpg,Female
338,12,../Data/UTKFace\12_1_0_20170109205104124.jpg.chip.jpg,Female
339,12,../Data/UTKFace\12_1_0_20170109205130906.jpg.chip.jpg,Female
